id,x,y,empire id,star type
584,105.851326,96.651382,23,YELLOW,Iol
585,103.325470,101.885498,23,WHITE,Anatase
586,105.296860,100.778496,23,WHITE,Prehn
587,100.685249,103.875839,23,PURPLE,Aegir
588,101.321251,110.768135,1,PURPLE,Shura
589,105.769073,115.524971,1,RED,Shurkul
590,98.566559,112.875458,1,YELLOW,Krognak
591,105.841759,123.291725,44,RED,Snaglak
592,101.298676,117.973083,1,ORANGE,Umug
593,103.768326,128.472717,1,RED,Bashnag
594,98.138474,129.402130,1,YELLOW,Mogrul
595,102.524483,123.879883,-1,PURPLE,
596,99.670555,123.715172,1,ORANGE,Khagra
597,107.891083,5.034397,12,RED,Roentgen
598,109.496162,11.616884,12,WHITE,Fermi
599,113.124245,11.370495,12,WHITE,Bethe
600,111.801750,18.184553,12,YELLOW,Newton
601,107.403183,15.624216,12,ORANGE,Boyle
602,114.285187,18.920719,12,ORANGE,daVinci
603,111.014542,23.754831,-1,BLUE,
604,109.224052,25.184601,2,BLUE,Larimar
605,111.426949,29.996241,20,RED,Campeche
606,107.405876,29.300880,2,ORANGE,Shell
607,111.474197,34.573521,20,RED,Xculoc
608,109.292686,31.024864,12,ORANGE,Fleming
609,112.795586,42.570774,13,RED,Farius
610,110.289238,39.919239,13,BLUE,Galor
611,112.752991,49.466103,13,BLUE,Stameris
612,107.798073,53.122387,13,RED,Xindus
613,107.001114,56.353191,13,ORANGE,Cerberus
614,113.010918,57.804489,-1,BLUE,
615,114.227135,60.586555,13,ORANGE,Chaltok
616,109.149208,56.015842,13,PURPLE,Tiburon
617,111.860527,60.225910,13,RED,Kotara
618,106.845596,64.727203,13,YELLOW,Rubicun
619,112.495567,63.099312,13,RED,Trelkis
620,109.953407,70.085823,2,RED,Datol
621,111.113724,73.202690,2,PURPLE,Varisc
622,108.714584,72.764313,2,ORANGE,Agate
623,113.738716,74.864052,2,BLUE,Mooka
624,107.124268,78.771461,29,WHITE,Monea
625,113.331604,76.761353,2,YELLOW,Herder
626,107.790207,76.635994,2,YELLOW,Agrell
627,107.416191,86.353073,23,WHITE,Sardonyx
628,114.055702,85.457680,-1,RED,
629,110.346298,85.412697,23,RED,Vesuvian
630,113.908669,80.892059,-1,RED,
631,112.909370,91.494171,23,ORANGE,Mica
632,107.580887,93.418449,23,RED,Scolec
633,108.077736,98.769485,23,RED,Quartz
634,114.108360,99.909393,23,BLUE,Thul
635,111.639236,102.985092,23,RED,Aragon
636,107.766647,109.778259,1,WHITE,Gruzgob
637,108.762436,107.979515,1,ORANGE,Makor
638,108.610886,116.381363,44,RED,Yadba
639,110.709114,114.942780,-1,PURPLE,
640,114.305328,122.262787,44,ORANGE,Mazorn
641,111.312645,123.141800,1,BLUE,Mulush
642,110.370590,118.924240,44,YELLOW,Lorzub
643,107.902672,123.228241,44,RED,Moghakh
644,114.352882,125.930977,1,ORANGE,Ithilien
645,109.293762,133.705338,37,YELLOW,Leomaris
646,107.897095,136.144028,37,RED,Zinnath
647,112.735672,137.195663,37,ORANGE,Valstrath
648,122.092110,10.551271,12,RED,Cuvier
649,120.999649,13.668976,-1,BLUE,
650,118.700218,12.887081,12,ORANGE,Maury
651,119.514107,20.803270,20,ORANGE,Qumarkaj
652,122.044075,27.385904,20,RED,Uxmal
653,121.366692,25.198858,20,PURPLE,Cuello
654,115.981804,25.261803,20,RED,Sacul
655,117.307373,30.223028,20,BLUE,Nakbe
656,121.683655,36.941158,8,RED,Doi
657,114.952393,31.411491,20,RED,Uitzina
658,120.105148,49.114365,13,ORANGE,Gagarin
659,115.267464,43.248184,13,ORANGE,Halka
660,115.496986,54.414680,13,RED,Browder
661,114.949249,49.519005,13,ORANGE,Mariah
662,120.818092,61.632877,13,YELLOW,Veridian
663,117.731522,58.683765,13,RED,Antica
664,122.582703,66.640160,13,WHITE,Tyree
665,116.811821,69.671951,2,ORANGE,Stilb
666,114.679024,70.606552,2,ORANGE,Richter
667,116.316879,74.514580,2,ORANGE,Aragon
668,120.336426,75.913139,23,YELLOW,Hemat
669,116.810242,85.067749,23,YELLOW,Axin
670,114.863060,90.024048,23,BLUE,Cavans
671,115.177238,91.951653,-1,ORANGE,
672,121.715965,98.284943,23,ORANGE,Talc
673,121.420433,96.231544,23,ORANGE,Moldav
674,119.968010,100.476654,23,WHITE,Realgar
675,117.914551,102.768753,23,ORANGE,Lapis
676,117.595604,107.099983,-1,BLUE,
677,119.483154,107.501503,23,ORANGE,Varisc
678,120.966888,116.513985,44,BLUE,Ogrul
679,119.616714,113.216843,44,RED,Lurog
680,122.011963,113.984535,44,RED,Guarg
681,114.574684,111.333595,1,BLUE,Malkus
682,120.240372,119.383537,3,RED,Rhun
683,117.344345,119.019615,44,YELLOW,Khadba
684,119.208435,127.817276,37,YELLOW,Fundor
685,121.140381,124.477440,3,RED,Isen
686,115.977470,129.935333,-1,BLUE,
687,120.644722,132.525589,37,ORANGE,Niadhogr
688,115.220871,133.980103,37,BLUE,Miath
689,119.193443,130.853760,37,PURPLE,Cheselth
690,127.288467,8.575612,-1,BLUE,
691,123.894348,17.529699,12,RED,Herschel
692,123.368942,14.494677,12,WHITE,Linnaeus
693,125.418365,14.198589,45,RED,Kelos
694,127.252853,22.369305,12,ORANGE,78 Gemini
695,124.103806,26.180832,20,ORANGE,Mulchic
696,128.195709,29.103233,20,RED,Chal
697,128.072662,25.160402,20,RED,Ichpich
698,126.378738,27.030567,20,RED,Ixtelha
699,129.604431,31.374931,20,ORANGE,Almuchil
700,126.903511,38.182171,8,ORANGE,Tsukushi
701,126.788132,48.756718,13,RED,Gallos
702,130.339935,47.910686,13,RED,Boraal
703,129.400024,43.854378,8,WHITE,Nagai
704,129.933838,59.965660,13,RED,Rochanie
705,128.974091,56.926220,13,YELLOW,Runara
706,129.639740,67.283798,13,BLUE,Vilmoran
707,128.535263,62.129902,13,YELLOW,Indri
708,126.884483,75.021202,13,ORANGE,Modean
709,123.000137,78.601944,23,RED,Fluor
710,125.510979,81.118568,23,ORANGE,Hureaul
711,128.541077,90.671417,23,RED,Lava
712,125.519714,98.137939,23,ORANGE,Kimberl
713,122.917633,103.759003,23,BLUE,Ajoite
714,123.097145,101.085670,23,RED,Datol
715,128.842285,104.599098,23,BLUE,Agate
716,130.183090,99.265175,23,BLUE,Wavell
717,127.491028,107.391296,23,RED,Jasper
718,124.357140,113.063118,23,ORANGE,Howl
719,126.948616,115.703934,-1,BLUE,
720,127.428207,122.422935,3,WHITE,Sammath
721,125.158875,117.465355,3,RED,Dur
722,130.482422,130.681854,37,RED,Tenelth
723,126.279564,130.552170,37,YELLOW,Verioth
724,125.285065,136.295425,-1,PURPLE,
725,128.398743,136.991119,37,YELLOW,Emelth
726,136.386169,15.578780,8,PURPLE,Kagae
727,133.842133,14.619100,45,YELLOW,Glanduin
728,131.244461,23.527897,20,ORANGE,Chapayal
729,135.182678,20.266258,20,ORANGE,Bejucal
730,135.027954,25.031879,8,ORANGE,Arai
731,132.861252,27.456875,-1,PURPLE,
732,137.828232,39.030060,8,YELLOW,Nikki
733,131.663986,38.010979,8,BLUE,Ouchi
734,134.698883,40.191219,8,RED,Hara
735,136.020615,47.020584,13,ORANGE,Aucdet
736,131.729523,44.093616,13,RED,Kaelon
737,134.951019,55.524338,13,PURPLE,Dreon
738,135.732101,58.842121,13,RED,Chalna
739,135.551956,65.309525,13,WHITE,Rakosa
740,133.900757,63.249203,13,ORANGE,Gamelan
741,137.848389,65.812279,13,RED,Hupyria
742,133.140564,71.925125,13,ORANGE,Antos
743,137.440369,68.859848,13,ORANGE,Galador
744,131.074448,74.045059,13,WHITE,Lerishi
745,131.101120,69.071251,13,RED,Telsius
746,136.716324,79.244484,16,BLUE,Sheliak
747,131.701279,77.956055,13,RED,Preenos
748,131.459213,82.592354,23,YELLOW,Rhodon
749,131.278229,88.345757,23,WHITE,Oligo
750,136.480927,92.214417,16,BLUE,Dulfim
751,133.261963,91.529007,16,YELLOW,Mankib
752,138.803040,92.297112,16,BLUE,Baham
753,130.869141,95.063583,16,RED,Okda
754,136.244095,95.507584,16,RED,Dabih
755,133.157425,93.855705,16,ORANGE,Tania
756,136.134430,104.000877,10,WHITE,Azanulbizar
757,132.788071,107.533157,23,WHITE,Chiastol
758,132.221161,110.851372,3,BLUE,Adorn
759,130.832672,112.535416,3,RED,Lossarnach
760,138.291336,116.747879,3,YELLOW,Udun
761,136.317368,122.339645,3,RED,Lothlorien
762,133.266205,127.207336,3,BLUE,Rhudaur
763,137.665634,124.767838,3,RED,Gondor
764,136.221497,134.179459,-1,WHITE,
765,133.234390,131.861771,37,YELLOW,Gawaine
766,134.152969,136.414474,37,YELLOW,Mirsoth
767,132.230103,137.688797,37,WHITE,Raziel
768,142.407043,4.118384,7,BLUE,Tesselth
769,145.514923,3.614201,7,YELLOW,Roslarb
770,139.065201,7.967110,-1,BLUE,
771,141.943466,7.689966,38,ORANGE,Einstein
772,139.411453,11.468313,-1,WHITE,
773,141.348221,17.678869,8,RED,Evendim
774,140.325470,14.228987,-1,ORANGE,Lorien
775,140.233795,22.222704,8,YELLOW,Ujie
776,144.204468,20.598484,8,WHITE,Satake
777,144.306152,23.028042,8,BLUE,Oseki
778,142.678894,24.471382,8,PURPLE,Torii
779,143.266434,29.383652,8,RED,Takeda
780,141.358505,29.760696,8,YELLOW,Uesugi
781,142.803787,32.955681,8,RED,Sasaki
782,142.371674,36.244255,8,ORANGE,Sen
783,140.864700,38.293083,8,WHITE,Inoue
784,139.083420,45.741516,13,RED,Achanis
785,146.063538,54.212318,5,YELLOW,32 Cepheus
786,143.818436,62.262283,5,ORANGE,32 Leo
787,140.863144,73.674011,13,ORANGE,Neubilia
788,143.130096,69.751106,13,ORANGE,Rousseau
789,146.372986,85.319656,16,WHITE,Homam
790,142.638580,82.161072,16,YELLOW,Marfik
791,141.620377,95.445381,16,YELLOW,Shedir
792,145.902618,97.936310,10,YELLOW,Nardol
793,143.813339,99.097603,10,ORANGE,Sammath
794,144.752533,102.859138,10,PURPLE,Dunharrow
795,141.262283,108.843216,-1,RED,
796,143.072876,105.961945,10,WHITE,Barad-Dur
797,142.644119,114.421982,3,RED,Tarlang
798,142.402878,111.639557,10,YELLOW,Calembel
799,144.795212,111.721970,10,ORANGE,Morthond
800,143.090134,119.011139,3,BLUE,Angrenost
801,143.766815,127.719978,3,ORANGE,Nanduhirion
802,145.544937,126.594460,47,RED,Algieba
803,147.204773,6.116968,38,ORANGE,Selye
804,153.234100,4.841452,38,RED,Euclid
805,151.363983,10.160501,38,WHITE,Bohr
806,153.373062,8.049339,38,RED,Avicenna
807,148.160477,14.992384,8,RED,Nasu
808,151.189713,14.194778,45,WHITE,Poros
809,152.437805,19.343056,38,ORANGE,Lorenz
810,149.135437,23.439377,38,WHITE,Plato
811,154.368118,19.615326,-1,WHITE,
812,150.538742,21.825596,8,YELLOW,Seki
813,150.987045,25.673016,38,WHITE,Mendel
814,152.838989,31.698193,8,RED,Sakai
815,148.291016,33.124760,8,RED,Enya
816,152.287369,33.702442,-1,WHITE,
817,154.812332,33.115299,-1,RED,
818,148.178009,41.341324,5,RED,5 Lacerta
819,154.442963,40.878078,8,ORANGE,Hoshina
820,153.413284,47.477386,5,ORANGE,2 Lepus
821,152.020142,45.258549,8,BLUE,Isshiki
822,153.401398,43.566193,5,RED,78 Taurus
823,149.194931,46.710602,5,WHITE,24 Gemini
824,150.852615,52.948669,5,ORANGE,47 Virgo
825,155.019318,53.499199,5,YELLOW,66 Gemini
826,148.355896,59.732979,5,ORANGE,40 Libra
827,152.565613,59.333813,5,ORANGE,30 Aquila
828,153.364655,63.832188,5,RED,78 Gemini
829,150.942474,65.383598,-1,RED,
830,147.855835,68.702240,5,RED,42 Pegasus
831,153.698349,68.824440,5,RED,9 Corvus
832,154.090561,71.172058,26,YELLOW,Mayr
833,149.568039,85.964485,16,RED,Errai
834,151.364487,82.333916,16,RED,Kochab
835,152.283737,84.946167,16,RED,Mintaka
836,154.772873,91.155586,26,ORANGE,Lorenz
837,149.514771,88.918007,16,BLUE,Phad
838,147.413895,93.461510,16,YELLOW,Alnilam
839,151.532593,96.718567,16,YELLOW,Nihal
840,150.156662,100.532669,16,RED,Alfirk
841,153.611938,110.441780,47,YELLOW,Lesath
842,150.551361,115.209053,10,YELLOW,Firienholt
843,148.484909,119.398949,47,BLUE,Zaurac
844,152.710388,117.776695,47,ORANGE,Merak
845,147.841644,122.460953,47,WHITE,Betelguese
846,147.841080,129.561768,3,ORANGE,Ringlo
847,152.076981,123.983376,47,ORANGE,Nusakan
848,153.903015,130.590866,42,ORANGE,53 Aquila
849,148.622345,131.489807,42,ORANGE,24 Serpens
850,147.992798,136.952103,42,BLUE,44 Pegasus
851,150.912521,137.764938,42,ORANGE,39 Aries
852,161.686768,5.437139,38,YELLOW,Koch
853,159.064835,4.563457,38,WHITE,Liebig
854,155.436615,8.916949,38,WHITE,Neumann
855,160.190338,15.815329,38,ORANGE,Khorana
856,161.296906,13.235577,38,ORANGE,Elion
857,155.321701,14.621564,38,BLUE,Fermi
858,158.407211,30.723467,8,BLUE,Ikeda
859,160.127335,25.930859,6,RED,Celbalrai
860,157.389709,38.941525,6,BLUE,Merak
861,156.629272,37.057392,8,ORANGE,Ina
862,159.682556,43.648430,5,YELLOW,123 Taurus
863,158.832642,48.425159,5,YELLOW,17 Leo
864,160.362946,53.885296,5,YELLOW,14 Draco
865,157.223358,56.579403,5,RED,14 Lepus
866,162.294449,57.054024,5,WHITE,55 Serpens
867,156.561661,66.311661,5,RED,11 Lepus
868,162.997314,63.204498,5,YELLOW,22 Sextans
869,156.304474,73.437035,26,RED,Joule
870,156.859619,70.887291,26,RED,Wegener
871,159.830826,73.472298,26,ORANGE,Neumann
872,157.392181,77.664261,26,ORANGE,Bardeen
873,160.451157,84.672478,26,YELLOW,Khwarizmi
874,162.342941,89.223648,26,ORANGE,Newton
875,159.305847,96.500122,26,RED,Avicenna
876,159.531021,94.582642,-1,BLUE,
877,156.049835,104.839325,16,RED,Gienah
878,160.209076,109.480957,42,BLUE,70 Leo
879,156.646317,107.266884,42,ORANGE,32 Leo
880,161.781265,111.308258,42,ORANGE,3 Lyra
881,157.277771,117.549477,47,BLUE,Sheratan
882,160.541702,117.842773,47,RED,Mekbuda
883,157.519043,120.404259,-1,RED,
884,156.104034,124.553680,42,ORANGE,112 Taurus
885,162.281448,128.622681,42,RED,13 Auriga
886,167.878586,3.984121,38,RED,Waksman
887,163.732315,8.361121,38,ORANGE,Fischer
888,165.476440,21.161217,38,YELLOW,Wundt
889,168.316589,22.365309,38,RED,Maxwell
890,165.034698,27.910410,-1,WHITE,
891,163.814514,29.921736,-1,BLUE,
892,170.464645,31.819584,6,RED,Ain
893,168.795792,33.319504,38,ORANGE,Foucault
894,169.741364,35.372108,6,RED,Alsuhail
895,164.363388,40.049889,5,RED,28 Pisces
896,166.189133,37.435432,6,RED,Betelguese
897,167.112213,46.760689,5,RED,8 Bootes
898,167.156067,43.380722,5,ORANGE,48 Cancer
899,170.606079,43.601181,6,RED,Marfik
900,164.466187,54.007198,5,ORANGE,92 Cetus
901,168.975281,51.194271,5,ORANGE,44 Perseus
902,165.994492,52.580200,5,RED,53 Pegasus
903,165.748856,60.533203,5,ORANGE,1 Lyra
904,170.041153,56.219917,5,YELLOW,11 Crater
905,168.450058,66.962288,31,WHITE,Xendi
906,165.729935,65.096741,31,RED,Miridian
907,170.912994,66.588058,5,WHITE,16 Aquila
908,169.970886,68.710495,-1,RED,
909,163.826889,72.621498,26,WHITE,Priestley
910,165.938461,69.396919,5,RED,52 Cetus
911,168.792145,73.291893,-1,WHITE,
912,165.593124,78.291054,26,WHITE,Simpson
913,165.730850,83.841331,31,YELLOW,Khosia
914,169.510071,85.308350,26,RED,Euler
915,168.692535,81.093231,31,ORANGE,Atbar
916,166.044968,90.162560,26,RED,Bernard
917,164.480896,94.147720,26,RED,Kinsey
918,167.907394,103.747971,26,WHITE,Kekule
919,171.061096,115.922768,26,RED,Ise
920,169.459702,121.264137,42,RED,6 Sagitta
921,165.569061,118.473969,42,WHITE,32 Cepheus
922,167.621277,118.075516,42,RED,92 Cetus
923,167.651505,122.809669,42,ORANGE,10 Auriga
924,171.142319,126.426041,-1,BLUE,
925,164.135681,127.749695,42,ORANGE,5 Lacerta
926,169.468796,129.172714,42,YELLOW,21 Crater
927,169.565094,133.564636,42,RED,47 Virgo
928,164.631302,133.401596,42,YELLOW,5 Aries
929,173.523300,3.625858,-1,BLUE,
930,172.410202,5.954559,38,BLUE,Huygens
931,179.677094,7.943748,38,ORANGE,Freud
932,178.636017,10.105453,38,RED,Libby
933,176.917892,12.560636,38,RED,Cuvier
934,173.409119,16.436152,38,ORANGE,Teller
935,177.704269,15.575327,38,RED,Hawking
936,174.881805,14.854634,38,YELLOW,Galen
937,176.832336,20.810097,38,WHITE,Faraday
938,174.667572,18.973614,38,YELLOW,Boyle
939,174.478821,21.411692,38,RED,Fleming
940,177.527390,27.689661,6,ORANGE,Vega
941,177.522049,25.063931,6,RED,Ankaa
942,175.165161,30.605902,6,WHITE,Talitha
943,175.955429,36.656223,6,ORANGE,Benetnash
944,174.482498,42.710354,6,RED,Alrescha
945,178.421890,41.908905,6,BLUE,Arrakis
946,175.953125,39.752811,6,ORANGE,Acrab
947,179.774612,46.031670,6,RED,Rigilkent
948,177.868668,56.328159,31,BLUE,Rakosa
949,176.098984,62.167938,31,ORANGE,Ivor
950,171.936890,62.805977,5,PURPLE,24 Serpens
951,179.737305,72.785805,-1,BLUE,
952,176.698486,73.378418,31,RED,Bajor
953,178.585434,68.172546,31,BLUE,Ariannus
954,174.423492,84.667809,11,ORANGE,Chichen
955,172.131500,82.920708,26,ORANGE,daVinci
956,178.417053,83.771919,11,PURPLE,Comitan
957,174.545547,81.804253,11,WHITE,Andoria
958,171.989365,80.659714,26,RED,Dalton
959,176.534897,92.261711,11,YELLOW,Kayal
960,175.333359,88.890526,11,RED,Kantunil
961,174.159927,87.202225,11,ORANGE,Meco
962,173.658264,93.425682,26,BLUE,Kepler
963,176.210342,96.148056,26,BLUE,Watt
964,172.104172,105.965057,26,RED,Onnes
965,177.158966,110.554611,26,RED,Mendel
966,172.135254,112.132980,26,BLUE,Edison
967,174.379303,121.833305,34,BLUE,Hoshina
968,171.960403,118.385437,-1,WHITE,
969,174.065048,127.879585,42,ORANGE,7 Lacerta
970,174.991714,134.520782,42,ORANGE,43 Virgo
971,173.268555,130.045471,42,RED,8 Corvus
972,172.782089,136.484512,42,PURPLE,86 Cetus
973,177.099518,136.961823,41,RED,Tethys
974,179.100037,135.997223,41,ORANGE,Camus
975,183.223358,4.702365,38,YELLOW,Margulis
976,182.054749,16.990116,38,ORANGE,Pauling
977,180.300980,20.330814,38,RED,Hopkins
978,182.206665,29.832031,38,ORANGE,Watson
979,183.090515,34.843864,6,RED,Rukbah
980,182.434692,39.003796,6,BLUE,Enif
981,180.739487,42.456612,6,ORANGE,Rastaban
982,179.962189,51.826817,6,YELLOW,Mintaka
983,180.388382,54.896774,31,BLUE,Sirrie
984,179.849854,59.851711,31,ORANGE,Bracas
985,183.878464,62.064232,31,BLUE,Akaali
986,184.419083,66.599556,-1,ORANGE,
987,183.145584,64.950554,31,WHITE,Cirrus
988,182.389099,72.585495,31,RED,Dreon
989,184.569626,77.471657,11,RED,Uxbenka
990,184.388733,82.390076,11,RED,Cuello
991,180.047699,90.733917,26,RED,Laplace
992,180.298004,94.941986,-1,PURPLE,
993,180.251602,98.757118,26,YELLOW,Linnaeus
994,183.153931,110.686806,34,YELLOW,Isshiki
995,181.207672,110.225487,34,ORANGE,Okuda
996,183.650055,107.609558,-1,RED,
997,182.001770,122.606506,34,ORANGE,Kano
998,184.396118,126.623840,34,YELLOW,Hiraga
999,182.891602,137.660843,41,RED,Capella
